part_id,sequence_id,category,notes
SPS01771-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01773-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01775-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01776-03,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01777-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01778-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01786-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01789-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01790-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01794-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01801-02,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=5, NO=4, NC=6, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=5, NO=4, NC=6, sensed=[3])"
SPS01801-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01801-02,600,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=5, NO=6, NC=4, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=5, NO=6, NC=4, sensed=[3])"
SPS01802-02,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=7, NO=2, NC=None, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=7, NO=2, NC=None, sensed=[3])"
SPS01802-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01802-02,600,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=7, NO=2, NC=None, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=7, NO=2, NC=None, sensed=[3])"
SPS01803-03,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=5, NO=4, NC=6, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=5, NO=4, NC=6, sensed=[3])"
SPS01803-03,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01803-03,600,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=5, NO=6, NC=4, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=5, NO=6, NC=4, sensed=[3])"
SPS01804-02,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=1, NO=None, NC=2, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=1, NO=None, NC=2, sensed=[3])"
SPS01804-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01804-02,600,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=1, NO=2, NC=None, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=1, NO=2, NC=None, sensed=[3])"
SPS01818-02,275,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01818-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01821-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01823-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01825-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01827-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01833-02,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=1, NO=None, NC=2, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=1, NO=None, NC=2, sensed=[3])"
SPS01833-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01833-02,600,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=1, NO=2, NC=None, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=1, NO=2, NC=None, sensed=[3])"
SPS01837-02,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=6, NO=1, NC=8, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=6, NO=1, NC=8, sensed=[3])"
SPS01837-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01837-02,600,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=6, NO=8, NC=1, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=6, NO=8, NC=1, sensed=[3])"
SPS01875-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01897-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01911-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01911-03,300,other_validation_error,port_a: CommonTerminal must be a DB9 pin from 1 to 9; port_a: At least one of NormallyOpenTerminal or NormallyClosedTerminal must be connected; port_b: CommonTerminal must be a DB9 pin from 1 to 9; port_b: At least one of NormallyOpenTerminal or NormallyClosedTerminal must be connected
SPS01911-03,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01911-03,600,other_validation_error,port_a: CommonTerminal must be a DB9 pin from 1 to 9; port_a: At least one of NormallyOpenTerminal or NormallyClosedTerminal must be connected; port_b: CommonTerminal must be a DB9 pin from 1 to 9; port_b: At least one of NormallyOpenTerminal or NormallyClosedTerminal must be connected
SPS01918-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01937-02,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=1, NO=None, NC=2, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=1, NO=None, NC=2, sensed=[3])"
SPS01937-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01937-02,600,invalid_activation_direction,TargetActivationDirection must be Increasing or Decreasing
SPS01943-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01944-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01945-02,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=1, NO=None, NC=2, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=1, NO=None, NC=2, sensed=[3])"
SPS01945-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01945-02,600,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=1, NO=2, NC=None, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=1, NO=2, NC=None, sensed=[3])"
SPS01980-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01996-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01999-02,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=6, NO=None, NC=1, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=6, NO=None, NC=1, sensed=[3])"
SPS01999-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS01999-02,600,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=6, NO=1, NC=None, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=6, NO=1, NC=None, sensed=[3])"
SPS02004-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS02017-03,100,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS02017-03,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=5, NO=4, NC=None, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=5, NO=4, NC=None, sensed=[3])"
SPS02017-03,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS02017-03,600,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=5, NO=None, NC=4, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=5, NO=None, NC=4, sensed=[3])"
SPS02019-02,100,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS02019-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS02028-02,100,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS02028-02,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=4, NO=None, NC=1, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=4, NO=None, NC=1, sensed=[3])"
SPS02028-02,475,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS02028-02,600,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=4, NO=1, NC=None, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=4, NO=1, NC=None, sensed=[3])"
SPS02028-02,650,missing_activation_or_direction,Missing ActivationTarget; Missing TargetActivationDirection; Decreasing band lower limit exceeds upper limit
SPS02031-02,100,incomplete_ptp_core_fields,Missing ActivationTarget; Missing IncreasingLowerLimit; Missing IncreasingUpperLimit; Missing DecreasingLowerLimit; Missing DecreasingUpperLimit; Missing ResetBandLowerLimit; Missing ResetBandUpperLimit; Missing TargetActivationDirection; Missing UnitsOfMeasure; Missing CommonTerminal; Missing NormallyOpenTerminal; Missing NormallyClosedTerminal; CommonTerminal must be a number; NormallyOpenTerminal must be a number; NormallyClosedTerminal must be a number
SPS02031-02,300,terminals_not_observable_on_single_sense_stand,"port_a: PTP NO/NC terminals are not observable on this stand (COM=1, NO=None, NC=6, sensed=[3]); port_b: PTP NO/NC terminals are not observable on this stand (COM=1, NO=None, NC=6, sensed=[3])"
